"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"221895_at",-0.0651816160279566,7.46123989534012,-0.834109868988453,0.406986910695147,0.837463231232797,-5.18468613578308
"205341_at",-0.0486529432451004,6.39262188644376,-0.834035353157176,0.407028621068697,0.837471723293978,-5.18473772342535
"213850_s_at",0.0500165047505661,7.39369367004455,0.833848688161136,0.407133118571732,0.837546282854169,-5.1848669326569
"220668_s_at",0.0357121829815394,4.88073078740748,0.83383633943396,0.40714003212657,0.837546282854169,-5.18487547943044
"214551_s_at",-0.04692482693468,3.55048917290659,-0.833585588311966,0.407280433040919,0.837711430122989,-5.18504900197526
"206130_s_at",-0.0536305802034258,6.12311689590621,-0.833543412471839,0.407304051091224,0.837711430122989,-5.18507818311036
"209414_at",-0.0452811258885983,5.83142377292704,-0.833350427423913,0.407412131431857,0.837711430122989,-5.18521168955008
"203207_s_at",0.0564181065570484,5.02944716035863,0.833285806590841,0.407448325917557,0.837711430122989,-5.18525638728264
"220032_at",-0.0409914220606593,4.5371397491284,-0.833182037061578,0.407506451899376,0.837711430122989,-5.18532815677793
"207541_s_at",0.0553432707822186,7.04112875058806,0.833012452069919,0.407601454946121,0.837711430122989,-5.18544542701886
"219722_s_at",0.0410171978215708,5.76828349215001,0.832950443839436,0.407636195883114,0.837711430122989,-5.18548830069561
"215517_at",-0.0484606541015982,4.17567319376072,-0.832823511671772,0.407707316940364,0.837711430122989,-5.18557605429466
"202086_at",-0.077212921482789,7.71202510562102,-0.832806340180715,0.407716938836995,0.837711430122989,-5.1855879246719
"220793_at",-0.0484043518205288,3.71317144826776,-0.832601948610444,0.407831478498138,0.837711430122989,-5.185729198924
"214006_s_at",-0.042679794239902,6.10054130137655,-0.832585330484654,0.407840792044597,0.837711430122989,-5.1857406837848
"211531_x_at",-0.0793878826793595,7.27094888529213,-0.832559359588752,0.407855347563988,0.837711430122989,-5.18575863193795
"221290_s_at",0.0456634449734761,7.60603727350053,0.832540872183253,0.40786570911607,0.837711430122989,-5.18577140801338
"213605_s_at",0.0869233988766434,7.77565847238861,0.832538791701766,0.407866875164093,0.837711430122989,-5.18577284575257
"213792_s_at",-0.0715749383675757,7.26868590625567,-0.832388328602873,0.407951210635413,0.837711430122989,-5.18587681558937
"206584_at",-0.0632923052221508,3.82900385400141,-0.832337101570233,0.407979926115754,0.837711430122989,-5.18591220922103
"208269_s_at",-0.049898598957042,6.55483659586062,-0.832297745739737,0.408001987990183,0.837711430122989,-5.18593939939001
"203922_s_at",-0.0484510134720226,4.5738395347963,-0.832281659964943,0.408011005474044,0.837711430122989,-5.18595051237351
"214682_at",0.0812815485731297,6.31613201799291,0.832204530597113,0.408054244915868,0.837711430122989,-5.18600379488434
"200838_at",-0.0644373005396339,8.75574222199576,-0.832143794745824,0.40808829596128,0.837711430122989,-5.18604574902858
"208966_x_at",0.132344693012037,6.38035470768862,0.832090457097229,0.408118200691783,0.837711430122989,-5.18608259029155
"216600_x_at",-0.0345043376712768,5.20269726906458,-0.832085116518444,0.408121195058597,0.837711430122989,-5.18608627899721
"217535_at",-0.0345565382098365,3.5237741548162,-0.832079788880923,0.40812418218279,0.837711430122989,-5.18608995874134
"201593_s_at",0.0743447773958739,9.39116630369108,0.832078036104055,0.408125164940656,0.837711430122989,-5.18609116936116
"219387_at",0.0538931118264894,3.80378966160765,0.831928956656206,0.408208757002617,0.837711430122989,-5.1861941274425
"210879_s_at",-0.0514323845939604,8.3362837894248,-0.831924135020477,0.408211460771596,0.837711430122989,-5.18619745708644
"214639_s_at",-0.0553493654563995,3.66383171775814,-0.831881524908013,0.408235355190304,0.837711430122989,-5.18622688123971
"204889_s_at",0.0625178394863806,7.33883936278016,0.831431540992046,0.408487744019515,0.838108138663428,-5.186537524952
"214064_at",-0.104417685535541,7.62776803363054,-0.83140273503502,0.408503904053471,0.838108138663428,-5.18655740537656
"213911_s_at",0.100954334816102,9.14145225827404,0.830943944096487,0.408761336440816,0.838131980523249,-5.18687394906641
"207575_at",-0.0358940440283515,4.33051967525543,-0.830884604880651,0.408794639494456,0.838131980523249,-5.18691487779708
"216115_at",-0.0452171590995087,5.86860039393181,-0.830844583532687,0.408817101677908,0.838131980523249,-5.18694248057547
"211675_s_at",0.0550746489381391,5.52714148404668,0.830787706901771,0.408849025264451,0.838131980523249,-5.18698170622925
"216938_x_at",-0.0433641887018306,6.01789479332231,-0.830620624383995,0.408942813723332,0.838131980523249,-5.18709692151678
"221179_at",-0.0448449852822463,6.80162606310822,-0.830476414375515,0.409023773663506,0.838131980523249,-5.18719634636531
"212670_at",-0.0470314520704669,5.95157006312012,-0.830404608320559,0.409064089434208,0.838131980523249,-5.18724584638635
"215984_s_at",-0.0644069060682702,6.20350392460459,-0.830262452378884,0.409143910525668,0.838131980523249,-5.18734383026598
"222152_at",0.0446678612493718,4.91150984968451,0.83018250084229,0.409188807769002,0.838131980523249,-5.18739893128588
"219716_at",-0.0850517667492019,5.84404799906776,-0.830107688029589,0.409230822043046,0.838131980523249,-5.18745048610036
"206586_at",-0.0601759185580955,6.38096258760466,-0.830063581351023,0.409255593226953,0.838131980523249,-5.18748087865364
"200829_x_at",0.0425296571638629,8.60730005044354,0.830057313360687,0.409259113528334,0.838131980523249,-5.18748519760454
"220042_x_at",-0.0316855738296846,7.0195062970509,-0.829942258447756,0.409323735269711,0.838131980523249,-5.1875644703838
"216040_x_at",-0.051582720806663,4.80176627429108,-0.829935497827079,0.409327532632644,0.838131980523249,-5.18756912811399
"217129_at",-0.0324220232377854,5.30145834938777,-0.829861722596057,0.409368972722801,0.838131980523249,-5.18761995315443
"222085_at",-0.0346120412977062,3.99338104786221,-0.829718587509016,0.409449380021967,0.838131980523249,-5.18771854880745
"203166_at",0.0568461498855637,8.40112275297979,0.829666247183769,0.409478785020143,0.838131980523249,-5.18775459820925
